id,area,translated_tw,required_tokens,translator_note
HGHU-TW-001043,系統與介面,** 未使用 **,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001044,系統與介面,迅速<hgh_f c=0>閃避</hgh_f>敵人的攻擊！按下 <IB action=Dodge scale=0.5 /> 來衝刺！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<IB action=Dodge scale=0.5 />"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001045,系統與介面,概念美術：服裝,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001046,系統與介面,消耗<hgh_f c=0>魔法</hgh_f>來恢復部分<hgh_f c=0>生命值</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001047,系統與介面,消耗<hgh_f c=0>魔法</hgh_f>來恢復所有<hgh_f c=0>生命值</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001048,系統與介面,消耗<hgh_f c=0>魔法</hgh_f>，用這種高速環繞武器將敵人<hgh_f c=0>切成</hgh_f><hgh_f c=0>碎片</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001049,系統與介面,一顆<hgh_f c=0>環繞球</hgh_f>保護你的身體！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001050,系統與介面,三顆<hgh_f c=0>鋼球</hgh_f>環繞你的身體！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001051,系統與介面,消耗<hgh_f c=0>魔法</hgh_f>從<hgh_f c=0>遠距離</hgh_f>燒烤你的敵人！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001052,系統與介面,比以前更大的<hgh_f c=0>火球</hgh_f>覆蓋範圍！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001053,系統與介面,用重裝<hgh_f c=0>火力</hgh_f>帶來<hgh_f c=0>滋滋聲</hgh_f>！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001054,系統與介面,能<hgh_f c=0>吸收</hgh_f>特定投射物的護盾！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001055,系統與介面,能將攻擊<hgh_f c=0>反彈</hgh_f>給敵人的護盾！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001056,系統與介面,真,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001057,系統與介面,在有限時間內提供<hgh_f c=0>完全無敵</hgh_f>的護盾！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001058,系統與介面,召喚一朵<hgh_f c=0>雲</hgh_f>用<hgh_f c=0>閃電</hgh_f>打擊你的敵人！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001059,系統與介面,消耗<hgh_f c=0>魔法</hgh_f>創造可以放置在任何地方的蓬鬆<hgh_f c=0>空中地雷</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001060,系統與介面,發射<hgh_f c=0>連續</hgh_f>的<hgh_f c=0>電流</hgh_f>電擊你的敵人！會消耗<hgh_f c=0>魔法</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001061,系統與介面,消耗<hgh_f c=0>魔法</hgh_f>對附近的所有對手造成<hgh_f c=0>巨大傷害</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001062,系統與介面,跳舞以<hgh_f c=0>傳送</hgh_f>到特定<hgh_f c=0>世界</hgh_f>中先前造訪過的區域。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001063,系統與介面,化身為里絲琦的一隻<hgh_f c=0>叮咯鬼</hgh_f>進行<hgh_f c=0>斬擊</hgh_f>和<hgh_f c=0>二段跳</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001064,系統與介面,** 未使用 **,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001065,系統與介面,哇，好可愛！叔叔正在找這個！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001066,系統與介面,一塊閃亮的石板，總有一天會變成倉鼠滾輪！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001067,系統與介面,假,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001068,系統與介面,米米克大叔的<hgh_f c=0>發電機</hgh_f>設計圖！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001069,系統與介面,里絲琦‧布茲掉的！最好給叔叔看看！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001070,系統與介面,里絲琦‧布茲掉的！最好給叔叔看看！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001071,系統與介面,里絲琦‧布茲掉的！最好給叔叔看看！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001072,系統與介面,里絲琦‧布茲掉的！最好給叔叔看看！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001073,系統與介面,我可以用這個從<hgh_f c=0>道具店</hgh_f>領取叔叔的貨物！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001074,系統與介面,要交給米米克叔叔的貨物！把它拿到他的<hgh_f c=0>工坊</hgh_f>吧！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001075,系統與介面,最好把它帶到<hgh_f c=0>斯卡托鎮廣場</hgh_f>裡的<hgh_f c=0>史凱的房間</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001076,系統與介面,最好把它帶到<hgh_f c=0>斯卡托鎮廣場</hgh_f>裡的<hgh_f c=0>史凱的房間</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001077,系統與介面,最好把它帶到<hgh_f c=0>斯卡托鎮廣場</hgh_f>裡的<hgh_f c=0>史凱的房間</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001078,系統與介面,要使用鑰匙打開這扇門嗎？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001079,系統與介面,最好把它帶到<hgh_f c=0>斯卡托鎮廣場</hgh_f>裡的<hgh_f c=0>史凱的房間</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001080,系統與介面,最好把它帶到<hgh_f c=0>斯卡托鎮廣場</hgh_f>裡的<hgh_f c=0>史凱的房間</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001081,系統與介面,一股<hgh_f c=0>魔法</hgh_f>泉源在你體內湧現！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001082,系統與介面,這塊礦石可以為叔叔製作優質的<hgh_f c=0>電線</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001083,系統與介面,即使這是給狗吃的，看起來也真的很美味！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001084,系統與介面,帶有沉穩香氣的金色顆粒！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001085,系統與介面,聲明<hgh_f c=0>主廚的餐廳</hgh_f>在法律上已經夠乾淨了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001086,系統與介面,一張<hgh_f c=0>甲殼角</hgh_f>的<hgh_f c=0>大型比賽</hgh_f>門票！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001087,系統與介面,包含<hgh_f c=0>黑暗魔法</hgh_f>。如果叔叔說他需要它...,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001088,系統與介面,富含蛋白質！恢復<hgh_f c=0>大量</hgh_f>生命值！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001089,系統與介面,上鎖了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001090,系統與介面,不可能！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001091,系統與介面,包含<hgh_f c=0>光明魔法</hgh_f>。叔叔會想看看這個的！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001092,系統與介面,方便拿著吃的棒棒糖！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001093,系統與介面,它不可能比這更<hgh_f c=0>鋒利</hgh_f>了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001094,系統與介面,帽沿上方寫著<hgh_f c=0>狡猾奶奶</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001095,系統與介面,呃...聽起來像是有人在水下用長號打呼！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001096,系統與介面,這張圖片裡的人看起來...非常健康。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001097,系統與介面,把這個迷路的小子帶回他<hgh_f c=0>奶奶</hgh_f>那裡吧！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001098,系統與介面,被放逐到最黑暗深處的惡靈。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001099,系統與介面,它看起來相當古老...,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001100,系統與介面,有人讓你生病了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001101,系統與介面,"這是《桑塔：半精靈英雄》的搶先體驗版本。
請注意，遊戲中可能存在 Bug，且 PC 效能可能會有所不同。可能會發生遊戲崩潰。遊戲內容隨時可能更動。

感謝您的遊玩，希望您會喜歡這款遊戲！","{""brace_token"":[],""escaped_control"":[],""literal_newline"":[""\n"",""\n"",""\n""],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001102,系統與介面,軍用級廢料，修理東西很方便！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001103,系統與介面,充滿維他命！恢復<hgh_f c=0>少許</hgh_f>生命值。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001104,系統與介面,美味！恢復<hgh_f c=0>極多</hgh_f>生命值！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001105,系統與介面,慢火烘烤！恢復<hgh_f c=0>很多</hgh_f>生命值！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001106,系統與介面,完全補滿<hgh_f c=0>生命值</hgh_f>和<hgh_f c=0>魔法</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001107,系統與介面,完全補滿<hgh_f c=0>魔法</hgh_f>？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001108,系統與介面,三入裝藥水。看看省了多少！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001109,系統與介面,變成<hgh_f c=0>樹妖</hgh_f>來採收<hgh_f c=0>水果</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001110,系統與介面,化身為<hgh_f c=0>快樂水滴魚</hgh_f>在鎮上<hgh_f c=0>彈跳</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001111,系統與介面,變身為<hgh_f c=0>寶石壺</hgh_f>發大財！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001112,系統與介面,"© 2018 WayForward Technologies。桑塔與桑塔的標誌皆為 Bozon 的商標。
台灣正體中文化 by AghDoo","{""brace_token"":[],""escaped_control"":[],""literal_newline"":[""\n""],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",標題畫面第二行 Credit；LF 已完成 LTB round-trip 與實機顯示驗證。
HGHU-TW-001113,系統與介面,化身為<hgh_f c=0>猴子</hgh_f><hgh_f c=0>攀爬牆壁</hgh_f>並<hgh_f c=0>跳得更高</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001114,系統與介面,化身為<hgh_f c=0>螃蟹</hgh_f>深入<hgh_f c=0>深處</hgh_f>並<hgh_f c=0>躲藏</hgh_f>在你的<hgh_f c=0>殼</hgh_f>裡！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001115,系統與介面,化身為強大的<hgh_f c=0>大象</hgh_f><hgh_f c=0>猛撞</hgh_f>障礙物！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001116,系統與介面,化身為<hgh_f c=0>老鼠</hgh_f>探索不可思議的<hgh_f c=0>微小空間</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001117,系統與介面,化身為拍打翅膀的<hgh_f c=0>蝙蝠</hgh_f><hgh_f c=0>水平</hgh_f>懸浮！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001118,系統與介面,化身為<hgh_f c=0>神話美人魚</hgh_f>在任何地方游泳！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001119,系統與介面,化身為<hgh_f c=0>神話蜘蛛</hgh_f>二段跳以<hgh_f c=0>抓取</hgh_f>天花板！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001120,系統與介面,化身為<hgh_f c=0>神話鳥身女妖</hgh_f>翱翔天際！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001121,系統與介面,一個看起來很複雜的<hgh_f c=0>晶片</hgh_f>，上面有不尋常的形狀和設計！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001122,系統與介面,有人在一大張紙上仔細地畫了一幅色彩繽紛的<hgh_f c=0>魷魚男爵</hgh_f>肖像。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001123,系統與介面,按下  <IB action=Confirm scale=0.8f/>,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""<IB action=Confirm scale=0.8f/>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001124,系統與介面,這東西有能力<hgh_f c=0>反轉</hgh_f>魔法的極性？希望這有用...,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001125,系統與介面,200 寶石,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001126,系統與介面,從手槍發射<hgh_f c=0>炸彈射擊</hgh_f>來摧毀<hgh_f c=0>特定物體</hgh_f>！可以升級以造成更大的爆炸！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001127,系統與介面,發射<hgh_f c=0>加農砲</hgh_f>跳得比以前更高！可以升級跳得更高！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001128,系統與介面,一個可以讓人在水下移動的奇怪物體！看起來像是偷來的，不是製造出來的……那些小偷！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001129,系統與介面,使用你的帽子在空中輕鬆滑翔！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001130,系統與介面,使用抓鉤來到達難以觸及的地點！一旦固定，還能沿著天花板爬行！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001131,系統與介面,這種追蹤型武器會自動鎖定敵人！可以升級以提高射速。別把彈藥用光了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001132,系統與介面,發射散射彈！可以升級產生範圍更大、速度更快的散射！注意你的彈藥！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001133,系統與介面,你的<hgh_f c=0>彈藥帶</hgh_f>只能裝這麼多彈藥。何不升級它來增加容量？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001134,系統與介面,確定要退出遊戲嗎？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001135,系統與介面,可以隨意部署叮咯鬼！升級這項技能可一次派出更多船員，將敵人殺個片甲不留！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001136,系統與介面,<hgh_f c=0>彎刀</hgh_f>在近距離能造成高傷害。升級它讓它變得更致命！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001137,系統與介面,為了更快的射速，升級你的<hgh_f c=0>手槍射速</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-001138,系統與介面,保持<hgh_f c=0>骷髏計量表</hgh_f>全滿以維持健康。升級它來增加總容量。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
